"RecordNo";"Województwo";"RX2a";"Mushroom";"Recommendation";"Score";"detrac";"neutral";"promo";"Total"
2265;"mazowieckie";"<= 50 ha";"Podgrzybek";4;"Detractors";1;0;0;1
2265;"mazowieckie";"<= 50 ha";"Kozlarz";8;"Neutrals";0;1;0;1
2265;"mazowieckie";"<= 50 ha";"Opienka";10;"Promoters";0;0;1;1
2265;"mazowieckie";"<= 50 ha";"Golabek";9;"Promoters";0;0;1;1
2265;"mazowieckie";"<= 50 ha";"Boczniak";4;"Detractors";1;0;0;1
2265;"mazowieckie";"<= 50 ha";"Pieczarka";4;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Borowik";10;"Promoters";0;0;1;1
2279;"opolskie";"<= 50 ha";"Czubajka";9;"Promoters";0;0;1;1
2279;"opolskie";"<= 50 ha";"Gaska";4;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Podgrzybek";4;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Kozlarz";4;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Maslak";5;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Opienka";10;"Promoters";0;0;1;1
2279;"opolskie";"<= 50 ha";"Golabek";3;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Boczniak";5;"Detractors";1;0;0;1
2279;"opolskie";"<= 50 ha";"Pieczarka";3;"Detractors";1;0;0;1
2283;"opolskie";"<= 50 ha";"Borowik";4;"Detractors";1;0;0;1
2283;"opolskie";"<= 50 ha";"Czubajka";6;"Detractors";1;0;0;1
2283;"opolskie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
2283;"opolskie";"<= 50 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2283;"opolskie";"<= 50 ha";"Kozlarz";6;"Detractors";1;0;0;1
2283;"opolskie";"<= 50 ha";"Maslak";7;"Neutrals";0;1;0;1
2283;"opolskie";"<= 50 ha";"Opienka";8;"Neutrals";0;1;0;1
2283;"opolskie";"<= 50 ha";"Golabek";5;"Detractors";1;0;0;1
2283;"opolskie";"<= 50 ha";"Boczniak";7;"Neutrals";0;1;0;1
2283;"opolskie";"<= 50 ha";"Pieczarka";2;"Detractors";1;0;0;1
2285;"opolskie";"<= 50 ha";"Gaska";6;"Detractors";1;0;0;1
2285;"opolskie";"<= 50 ha";"Podgrzybek";2;"Detractors";1;0;0;1
2285;"opolskie";"<= 50 ha";"Kozlarz";10;"Promoters";0;0;1;1
2285;"opolskie";"<= 50 ha";"Maslak";7;"Neutrals";0;1;0;1
2285;"opolskie";"<= 50 ha";"Opienka";9;"Promoters";0;0;1;1
2285;"opolskie";"<= 50 ha";"Golabek";5;"Detractors";1;0;0;1
2285;"opolskie";"<= 50 ha";"Boczniak";7;"Neutrals";0;1;0;1
2285;"opolskie";"<= 50 ha";"Pieczarka";3;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Borowik";6;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Czubajka";2;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Gaska";4;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Podgrzybek";0;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Kozlarz";9;"Promoters";0;0;1;1
2287;"opolskie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Opienka";9;"Promoters";0;0;1;1
2287;"opolskie";"100.01 - 300 ha";"Golabek";1;"Detractors";1;0;0;1
2287;"opolskie";"100.01 - 300 ha";"Boczniak";7;"Neutrals";0;1;0;1
2287;"opolskie";"100.01 - 300 ha";"Pieczarka";5;"Detractors";1;0;0;1
2296;"opolskie";"100.01 - 300 ha";"Borowik";0;"Detractors";1;0;0;1
2296;"opolskie";"100.01 - 300 ha";"Czubajka";3;"Detractors";1;0;0;1
2296;"opolskie";"100.01 - 300 ha";"Gaska";8;"Neutrals";0;1;0;1
2296;"opolskie";"100.01 - 300 ha";"Podgrzybek";10;"Promoters";0;0;1;1
2296;"opolskie";"100.01 - 300 ha";"Kozlarz";4;"Detractors";1;0;0;1
2296;"opolskie";"100.01 - 300 ha";"Maslak";4;"Detractors";1;0;0;1
2296;"opolskie";"100.01 - 300 ha";"Opienka";5;"Detractors";1;0;0;1
2296;"opolskie";"100.01 - 300 ha";"Golabek";8;"Neutrals";0;1;0;1
2296;"opolskie";"100.01 - 300 ha";"Boczniak";8;"Neutrals";0;1;0;1
2296;"opolskie";"100.01 - 300 ha";"Pieczarka";10;"Promoters";0;0;1;1
2304;"podkarpackie";"300.01 - 500 ha";"Borowik";0;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Czubajka";1;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Gaska";2;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Kozlarz";0;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Maslak";1;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Opienka";6;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Golabek";6;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Boczniak";4;"Detractors";1;0;0;1
2304;"podkarpackie";"300.01 - 500 ha";"Pieczarka";3;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Borowik";5;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Czubajka";2;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Gaska";2;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Podgrzybek";10;"Promoters";0;0;1;1
2309;"podkarpackie";"300.01 - 500 ha";"Kozlarz";5;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Maslak";4;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Opienka";0;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Golabek";1;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Boczniak";5;"Detractors";1;0;0;1
2309;"podkarpackie";"300.01 - 500 ha";"Pieczarka";9;"Promoters";0;0;1;1
2313;"podkarpackie";"50.01 - 100 ha";"Borowik";4;"Detractors";1;0;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Czubajka";7;"Neutrals";0;1;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Gaska";0;"Detractors";1;0;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Kozlarz";2;"Detractors";1;0;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Maslak";0;"Detractors";1;0;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Opienka";5;"Detractors";1;0;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Golabek";3;"Detractors";1;0;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Boczniak";8;"Neutrals";0;1;0;1
2313;"podkarpackie";"50.01 - 100 ha";"Pieczarka";7;"Neutrals";0;1;0;1
2316;"podkarpackie";"<= 50 ha";"Borowik";9;"Promoters";0;0;1;1
2316;"podkarpackie";"<= 50 ha";"Czubajka";7;"Neutrals";0;1;0;1
2316;"podkarpackie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
2316;"podkarpackie";"<= 50 ha";"Podgrzybek";2;"Detractors";1;0;0;1
2316;"podkarpackie";"<= 50 ha";"Kozlarz";7;"Neutrals";0;1;0;1
2316;"podkarpackie";"<= 50 ha";"Maslak";8;"Neutrals";0;1;0;1
2316;"podkarpackie";"<= 50 ha";"Opienka";7;"Neutrals";0;1;0;1
2316;"podkarpackie";"<= 50 ha";"Golabek";4;"Detractors";1;0;0;1
2316;"podkarpackie";"<= 50 ha";"Boczniak";9;"Promoters";0;0;1;1
2316;"podkarpackie";"<= 50 ha";"Pieczarka";8;"Neutrals";0;1;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Borowik";7;"Neutrals";0;1;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Czubajka";5;"Detractors";1;0;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Gaska";2;"Detractors";1;0;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Kozlarz";0;"Detractors";1;0;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Maslak";9;"Promoters";0;0;1;1
2324;"podkarpackie";"wiecej niz 500 ha";"Opienka";5;"Detractors";1;0;0;1
2324;"podkarpackie";"wiecej niz 500 ha";"Golabek";10;"Promoters";0;0;1;1
2324;"podkarpackie";"wiecej niz 500 ha";"Boczniak";9;"Promoters";0;0;1;1
2324;"podkarpackie";"wiecej niz 500 ha";"Pieczarka";2;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Borowik";5;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Czubajka";5;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Gaska";6;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Kozlarz";5;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Maslak";6;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Opienka";1;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Golabek";6;"Detractors";1;0;0;1
2329;"podkarpackie";"wiecej niz 500 ha";"Boczniak";9;"Promoters";0;0;1;1
2329;"podkarpackie";"wiecej niz 500 ha";"Pieczarka";10;"Promoters";0;0;1;1
2355;"podlaskie";"50.01 - 100 ha";"Borowik";10;"Promoters";0;0;1;1
2355;"podlaskie";"50.01 - 100 ha";"Czubajka";2;"Detractors";1;0;0;1
2355;"podlaskie";"50.01 - 100 ha";"Gaska";7;"Neutrals";0;1;0;1
2355;"podlaskie";"50.01 - 100 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2355;"podlaskie";"50.01 - 100 ha";"Kozlarz";10;"Promoters";0;0;1;1
2355;"podlaskie";"50.01 - 100 ha";"Maslak";6;"Detractors";1;0;0;1
2355;"podlaskie";"50.01 - 100 ha";"Opienka";10;"Promoters";0;0;1;1
2355;"podlaskie";"50.01 - 100 ha";"Golabek";10;"Promoters";0;0;1;1
2355;"podlaskie";"50.01 - 100 ha";"Boczniak";4;"Detractors";1;0;0;1
2355;"podlaskie";"50.01 - 100 ha";"Pieczarka";7;"Neutrals";0;1;0;1
2356;"podlaskie";"<= 50 ha";"Borowik";5;"Detractors";1;0;0;1
2356;"podlaskie";"<= 50 ha";"Czubajka";1;"Detractors";1;0;0;1
2356;"podlaskie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
2356;"podlaskie";"<= 50 ha";"Podgrzybek";10;"Promoters";0;0;1;1
2356;"podlaskie";"<= 50 ha";"Kozlarz";2;"Detractors";1;0;0;1
2356;"podlaskie";"<= 50 ha";"Maslak";8;"Neutrals";0;1;0;1
2356;"podlaskie";"<= 50 ha";"Opienka";3;"Detractors";1;0;0;1
2356;"podlaskie";"<= 50 ha";"Golabek";6;"Detractors";1;0;0;1
2356;"podlaskie";"<= 50 ha";"Boczniak";8;"Neutrals";0;1;0;1
2356;"podlaskie";"<= 50 ha";"Pieczarka";5;"Detractors";1;0;0;1
2368;"podlaskie";"100.01 - 300 ha";"Borowik";7;"Neutrals";0;1;0;1
2368;"podlaskie";"100.01 - 300 ha";"Czubajka";9;"Promoters";0;0;1;1
2368;"podlaskie";"100.01 - 300 ha";"Gaska";2;"Detractors";1;0;0;1
2368;"podlaskie";"100.01 - 300 ha";"Podgrzybek";7;"Neutrals";0;1;0;1
2368;"podlaskie";"100.01 - 300 ha";"Kozlarz";10;"Promoters";0;0;1;1
2368;"podlaskie";"100.01 - 300 ha";"Maslak";3;"Detractors";1;0;0;1
2368;"podlaskie";"100.01 - 300 ha";"Opienka";6;"Detractors";1;0;0;1
2368;"podlaskie";"100.01 - 300 ha";"Golabek";7;"Neutrals";0;1;0;1
2368;"podlaskie";"100.01 - 300 ha";"Boczniak";8;"Neutrals";0;1;0;1
2368;"podlaskie";"100.01 - 300 ha";"Pieczarka";10;"Promoters";0;0;1;1
2373;"podlaskie";"50.01 - 100 ha";"Borowik";10;"Promoters";0;0;1;1
2373;"podlaskie";"50.01 - 100 ha";"Czubajka";8;"Neutrals";0;1;0;1
2373;"podlaskie";"50.01 - 100 ha";"Gaska";9;"Promoters";0;0;1;1
2373;"podlaskie";"50.01 - 100 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2373;"podlaskie";"50.01 - 100 ha";"Kozlarz";1;"Detractors";1;0;0;1
2373;"podlaskie";"50.01 - 100 ha";"Maslak";9;"Promoters";0;0;1;1
2373;"podlaskie";"50.01 - 100 ha";"Opienka";8;"Neutrals";0;1;0;1
2373;"podlaskie";"50.01 - 100 ha";"Golabek";7;"Neutrals";0;1;0;1
2373;"podlaskie";"50.01 - 100 ha";"Boczniak";3;"Detractors";1;0;0;1
2373;"podlaskie";"50.01 - 100 ha";"Pieczarka";3;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Borowik";2;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Czubajka";4;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Gaska";4;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Podgrzybek";6;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Kozlarz";2;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Maslak";5;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Opienka";2;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Golabek";4;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Boczniak";1;"Detractors";1;0;0;1
2375;"pomorskie";"100.01 - 300 ha";"Pieczarka";4;"Detractors";1;0;0;1
2386;"pomorskie";"100.01 - 300 ha";"Borowik";4;"Detractors";1;0;0;1
2386;"pomorskie";"100.01 - 300 ha";"Gaska";2;"Detractors";1;0;0;1
2386;"pomorskie";"100.01 - 300 ha";"Podgrzybek";1;"Detractors";1;0;0;1
2386;"pomorskie";"100.01 - 300 ha";"Maslak";9;"Promoters";0;0;1;1
2386;"pomorskie";"100.01 - 300 ha";"Opienka";7;"Neutrals";0;1;0;1
2386;"pomorskie";"100.01 - 300 ha";"Golabek";8;"Neutrals";0;1;0;1
2386;"pomorskie";"100.01 - 300 ha";"Boczniak";3;"Detractors";1;0;0;1
2386;"pomorskie";"100.01 - 300 ha";"Pieczarka";6;"Detractors";1;0;0;1
2391;"pomorskie";"300.01 - 500 ha";"Borowik";0;"Detractors";1;0;0;1
2391;"pomorskie";"300.01 - 500 ha";"Czubajka";2;"Detractors";1;0;0;1
2391;"pomorskie";"300.01 - 500 ha";"Gaska";4;"Detractors";1;0;0;1
2391;"pomorskie";"300.01 - 500 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2391;"pomorskie";"300.01 - 500 ha";"Kozlarz";9;"Promoters";0;0;1;1
2391;"pomorskie";"300.01 - 500 ha";"Maslak";7;"Neutrals";0;1;0;1
2391;"pomorskie";"300.01 - 500 ha";"Opienka";8;"Neutrals";0;1;0;1
2391;"pomorskie";"300.01 - 500 ha";"Golabek";10;"Promoters";0;0;1;1
2391;"pomorskie";"300.01 - 500 ha";"Boczniak";10;"Promoters";0;0;1;1
2391;"pomorskie";"300.01 - 500 ha";"Pieczarka";3;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Borowik";7;"Neutrals";0;1;0;1
2403;"slaskie";"50.01 - 100 ha";"Gaska";8;"Neutrals";0;1;0;1
2403;"slaskie";"50.01 - 100 ha";"Podgrzybek";0;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Kozlarz";6;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Maslak";0;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Opienka";0;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Golabek";4;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Boczniak";6;"Detractors";1;0;0;1
2403;"slaskie";"50.01 - 100 ha";"Pieczarka";10;"Promoters";0;0;1;1
2407;"slaskie";"100.01 - 300 ha";"Czubajka";8;"Neutrals";0;1;0;1
2407;"slaskie";"100.01 - 300 ha";"Gaska";9;"Promoters";0;0;1;1
2407;"slaskie";"100.01 - 300 ha";"Podgrzybek";3;"Detractors";1;0;0;1
2407;"slaskie";"100.01 - 300 ha";"Kozlarz";7;"Neutrals";0;1;0;1
2407;"slaskie";"100.01 - 300 ha";"Maslak";5;"Detractors";1;0;0;1
2407;"slaskie";"100.01 - 300 ha";"Opienka";9;"Promoters";0;0;1;1
2407;"slaskie";"100.01 - 300 ha";"Golabek";2;"Detractors";1;0;0;1
2407;"slaskie";"100.01 - 300 ha";"Boczniak";10;"Promoters";0;0;1;1
2407;"slaskie";"100.01 - 300 ha";"Pieczarka";5;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Borowik";4;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Czubajka";4;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Gaska";1;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Podgrzybek";6;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Kozlarz";0;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Maslak";2;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Opienka";5;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Golabek";1;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Boczniak";3;"Detractors";1;0;0;1
2418;"swietokrzyskie";"<= 50 ha";"Pieczarka";10;"Promoters";0;0;1;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Borowik";1;"Detractors";1;0;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Czubajka";6;"Detractors";1;0;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Gaska";7;"Neutrals";0;1;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Kozlarz";7;"Neutrals";0;1;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Maslak";2;"Detractors";1;0;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Opienka";4;"Detractors";1;0;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Golabek";7;"Neutrals";0;1;0;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Boczniak";10;"Promoters";0;0;1;1
2430;"warminsko-mazurskie";"50.01 - 100 ha";"Pieczarka";3;"Detractors";1;0;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Borowik";3;"Detractors";1;0;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Czubajka";3;"Detractors";1;0;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Kozlarz";8;"Neutrals";0;1;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Maslak";2;"Detractors";1;0;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Opienka";7;"Neutrals";0;1;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Golabek";6;"Detractors";1;0;0;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Boczniak";9;"Promoters";0;0;1;1
2437;"warminsko-mazurskie";"300.01 - 500 ha";"Pieczarka";8;"Neutrals";0;1;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Borowik";0;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Czubajka";1;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Gaska";5;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Podgrzybek";8;"Neutrals";0;1;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Kozlarz";4;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Maslak";3;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Opienka";3;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Golabek";9;"Promoters";0;0;1;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Boczniak";6;"Detractors";1;0;0;1
2441;"wielkopolskie";"wiecej niz 500 ha";"Pieczarka";10;"Promoters";0;0;1;1
2455;"wielkopolskie";"50.01 - 100 ha";"Borowik";3;"Detractors";1;0;0;1
2455;"wielkopolskie";"50.01 - 100 ha";"Czubajka";10;"Promoters";0;0;1;1
2455;"wielkopolskie";"50.01 - 100 ha";"Gaska";10;"Promoters";0;0;1;1
2455;"wielkopolskie";"50.01 - 100 ha";"Podgrzybek";2;"Detractors";1;0;0;1
2455;"wielkopolskie";"50.01 - 100 ha";"Kozlarz";10;"Promoters";0;0;1;1
2455;"wielkopolskie";"50.01 - 100 ha";"Maslak";3;"Detractors";1;0;0;1
2455;"wielkopolskie";"50.01 - 100 ha";"Opienka";1;"Detractors";1;0;0;1
2455;"wielkopolskie";"50.01 - 100 ha";"Golabek";4;"Detractors";1;0;0;1
2455;"wielkopolskie";"50.01 - 100 ha";"Boczniak";1;"Detractors";1;0;0;1
2455;"wielkopolskie";"50.01 - 100 ha";"Pieczarka";7;"Neutrals";0;1;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Borowik";5;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Czubajka";0;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Gaska";1;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Podgrzybek";5;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Kozlarz";4;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Maslak";2;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Opienka";10;"Promoters";0;0;1;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Golabek";5;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Boczniak";3;"Detractors";1;0;0;1
2466;"wielkopolskie";"wiecej niz 500 ha";"Pieczarka";6;"Detractors";1;0;0;1
2470;"wielkopolskie";"<= 50 ha";"Borowik";10;"Promoters";0;0;1;1
2470;"wielkopolskie";"<= 50 ha";"Czubajka";2;"Detractors";1;0;0;1
2470;"wielkopolskie";"<= 50 ha";"Gaska";10;"Promoters";0;0;1;1
2470;"wielkopolskie";"<= 50 ha";"Kozlarz";4;"Detractors";1;0;0;1
2470;"wielkopolskie";"<= 50 ha";"Maslak";7;"Neutrals";0;1;0;1
2470;"wielkopolskie";"<= 50 ha";"Opienka";1;"Detractors";1;0;0;1
2470;"wielkopolskie";"<= 50 ha";"Golabek";6;"Detractors";1;0;0;1
2470;"wielkopolskie";"<= 50 ha";"Boczniak";5;"Detractors";1;0;0;1
2470;"wielkopolskie";"<= 50 ha";"Pieczarka";2;"Detractors";1;0;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Borowik";0;"Detractors";1;0;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Czubajka";5;"Detractors";1;0;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Gaska";8;"Neutrals";0;1;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Podgrzybek";9;"Promoters";0;0;1;1
2484;"wielkopolskie";"50.01 - 100 ha";"Kozlarz";3;"Detractors";1;0;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Maslak";1;"Detractors";1;0;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Opienka";9;"Promoters";0;0;1;1
2484;"wielkopolskie";"50.01 - 100 ha";"Golabek";9;"Promoters";0;0;1;1
2484;"wielkopolskie";"50.01 - 100 ha";"Boczniak";4;"Detractors";1;0;0;1
2484;"wielkopolskie";"50.01 - 100 ha";"Pieczarka";3;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Borowik";10;"Promoters";0;0;1;1
2489;"wielkopolskie";"<= 50 ha";"Czubajka";2;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Gaska";10;"Promoters";0;0;1;1
2489;"wielkopolskie";"<= 50 ha";"Podgrzybek";4;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Kozlarz";3;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Maslak";6;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Opienka";4;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Golabek";6;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Boczniak";2;"Detractors";1;0;0;1
2489;"wielkopolskie";"<= 50 ha";"Pieczarka";10;"Promoters";0;0;1;1
2509;"wielkopolskie";"<= 50 ha";"Borowik";1;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Czubajka";6;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Gaska";10;"Promoters";0;0;1;1
2509;"wielkopolskie";"<= 50 ha";"Podgrzybek";0;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Kozlarz";6;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Maslak";1;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Opienka";8;"Neutrals";0;1;0;1
2509;"wielkopolskie";"<= 50 ha";"Golabek";1;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Boczniak";5;"Detractors";1;0;0;1
2509;"wielkopolskie";"<= 50 ha";"Pieczarka";3;"Detractors";1;0;0;1
2520;"wielkopolskie";"<= 50 ha";"Borowik";0;"Detractors";1;0;0;1
2520;"wielkopolskie";"<= 50 ha";"Czubajka";8;"Neutrals";0;1;0;1
2520;"wielkopolskie";"<= 50 ha";"Gaska";7;"Neutrals";0;1;0;1
2520;"wielkopolskie";"<= 50 ha";"Podgrzybek";4;"Detractors";1;0;0;1
2520;"wielkopolskie";"<= 50 ha";"Kozlarz";2;"Detractors";1;0;0;1
2520;"wielkopolskie";"<= 50 ha";"Maslak";1;"Detractors";1;0;0;1
2520;"wielkopolskie";"<= 50 ha";"Opienka";10;"Promoters";0;0;1;1
2520;"wielkopolskie";"<= 50 ha";"Golabek";4;"Detractors";1;0;0;1
2520;"wielkopolskie";"<= 50 ha";"Boczniak";7;"Neutrals";0;1;0;1
2520;"wielkopolskie";"<= 50 ha";"Pieczarka";4;"Detractors";1;0;0;1
